BioSample,refGenome,Organism,,BioSample,refGenome,Run,Organism,BioProject,LibraryName,,,,
SAMN05589090,GCF_900700415.1,Clupea_harengus,,,,SRR5410404,,PRJNA338612,CA-1A.lib,,,,
SAMN05589091,GCF_900700415.1,Clupea_harengus,,,,SRR5410403,,PRJNA338612,CA-1B.lib,,,,
SAMN05589092,GCF_900700415.1,Clupea_harengus,,,,SRR5410402,,PRJNA338612,CA-2A.lib,,,,
SAMN05589093,GCF_900700415.1,Clupea_harengus,,,,SRR5410401,,PRJNA338612,CA-2B.lib,,,,
SAMN05589094,GCF_900700415.1,Clupea_harengus,,,,SRR5410400,,PRJNA338612,CA-3A.lib,,,,
SAMN05589095,GCF_900700415.1,Clupea_harengus,,,,SRR5410399,,PRJNA338612,CA-3B.lib,,,,
SAMN05589096,GCF_900700415.1,Clupea_harengus,,,,SRR5410398,,PRJNA338612,CA-4A.lib,,,,
SAMN05589097,GCF_900700415.1,Clupea_harengus,,,,SRR5410397,,PRJNA338612,CA-4B.lib,,,,
SAMN05589098,GCF_900700415.1,Clupea_harengus,,,,SRR5410396,,PRJNA338612,CA-5A.lib,,,,
SAMN05589099,GCF_900700415.1,Clupea_harengus,,,,SRR5410395,,PRJNA338612,CA-5B.lib,,,,
SAMN05589100,GCF_900700415.1,Clupea_harengus,,,,SRR5410394,,PRJNA338612,CA-6A.lib,,,,
SAMN05589101,GCF_900700415.1,Clupea_harengus,,,,SRR5410393,,PRJNA338612,CA-6B.lib,,,,
SAMN05589102,GCF_900700415.1,Clupea_pallasii,,,,SRR5410392,,PRJNA338612,PH1.lib,,,,
SAMN05589103,GCF_900700415.1,Clupea_pallasii,,,,SRR5410391,,PRJNA338612,PH2.lib,,,,
SAMN05589104,GCF_900700415.1,Clupea_pallasii,,,,SRR5410390,,PRJNA338612,PH3.lib,,,,
SAMN05589105,GCF_900700415.1,Clupea_pallasii,,,,SRR5410389,,PRJNA338612,PH4.lib,,,,
SAMN05589106,GCF_900700415.1,Clupea_pallasii,,,,SRR5410388,,PRJNA338612,PH5.lib,,,,
SAMN05589107,GCF_900700415.1,Clupea_pallasii,,,,SRR5410387,,PRJNA338612,PH6.lib,,,,
SAMN05930356,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781723,,PRJNA323589,BI-10,,,,
SAMN05930357,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781716,,PRJNA323589,BI-11,,,,
SAMN05930358,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781718,,PRJNA323589,BI-12,,,,
SAMN05930359,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781720,,PRJNA323589,BI-14,,,,
SAMN05930360,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781721,,PRJNA323589,BI-15,,,,
SAMN05930361,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781612,,PRJNA323589,BI-17,,,,
SAMN05930362,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781610,,PRJNA323589,BI-19,,,,
SAMN05930363,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781581,,PRJNA323589,BI-20,,,,
SAMN05930364,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781578,,PRJNA323589,BI-21,,,,
SAMN05930365,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781576,,PRJNA323589,BI-22,,,,
SAMN05930366,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781574,,PRJNA323589,BI-23,,,,
SAMN05930367,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781596,,PRJNA323589,BI-24,,,,
SAMN05930368,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781593,,PRJNA323589,BI-25,,,,
SAMN05930369,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781591,,PRJNA323589,BI-26,,,,
SAMN05930370,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781585,,PRJNA323589,BI-27,,,,
SAMN05930371,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781741,,PRJNA323589,BI-28,,,,
SAMN05930372,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781743,,PRJNA323589,BI-29,,,,
SAMN05930373,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781748,,PRJNA323589,BI-2,,,,
SAMN05930374,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781750,,PRJNA323589,BI-30,,,,
SAMN05930375,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781745,,PRJNA323589,BI-32,,,,
SAMN05930376,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781747,,PRJNA323589,BI-33,,,,
SAMN05930377,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781755,,PRJNA323589,BI-34,,,,
SAMN05930378,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781756,,PRJNA323589,BI-35,,,,
SAMN05930379,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781752,,PRJNA323589,BI-36,,,,
SAMN05930380,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781753,,PRJNA323589,BI-37,,,,
SAMN05930381,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781666,,PRJNA323589,BI-38,,,,
SAMN05930382,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781660,,PRJNA323589,BI-39,,,,
SAMN05930383,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781675,,PRJNA323589,BI-40,,,,
SAMN05930384,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781671,,PRJNA323589,BI-41,,,,
SAMN05930385,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781682,,PRJNA323589,BI-42,,,,
SAMN05930386,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781678,,PRJNA323589,BI-43,,,,
SAMN05930387,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781694,,PRJNA323589,BI-44,,,,
SAMN05930388,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781684,,PRJNA323589,BI-45,,,,
SAMN05930389,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781697,,PRJNA323589,BI-46,,,,
SAMN05930390,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781696,,PRJNA323589,BI-47,,,,
SAMN05930391,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781349,,PRJNA323589,BI-48,,,,
SAMN05930392,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781352,,PRJNA323589,BI-49,,,,
SAMN05930393,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781320,,PRJNA323589,BI-50,,,,
SAMN05930394,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781324,,PRJNA323589,BI-52,,,,
SAMN05930395,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781327,,PRJNA323589,BI-53,,,,
SAMN05930396,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781331,,PRJNA323589,BI-54,,,,
SAMN05930397,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781334,,PRJNA323589,BI-55,,,,
SAMN05930398,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781338,,PRJNA323589,BI-56,,,,
SAMN05930399,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781341,,PRJNA323589,BI-5,,,,
SAMN05930400,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781346,,PRJNA323589,BI-6,,,,
SAMN05930401,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781777,,PRJNA323589,BI-7,,,,
SAMN05930402,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781775,,PRJNA323589,BI-8,,,,
SAMN05930403,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781812,,PRJNA323589,BI-9,,,,
SAMN05930404,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781810,,PRJNA323589,BP-10,,,,
SAMN05930405,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781808,,PRJNA323589,BP-11,,,,
SAMN05930406,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781806,,PRJNA323589,BP-12,,,,
SAMN05930407,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781804,,PRJNA323589,BP-13,,,,
SAMN05930408,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781802,,PRJNA323589,BP-14,,,,
SAMN05930409,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781801,,PRJNA323589,BP-15,,,,
SAMN05930410,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781798,,PRJNA323589,BP-16,,,,
SAMN05930411,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781480,,PRJNA323589,BP-17,,,,
SAMN05930412,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781484,,PRJNA323589,BP-18,,,,
SAMN05930413,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781475,,PRJNA323589,BP-19,,,,
SAMN05930414,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781477,,PRJNA323589,BP-1,,,,
SAMN05930415,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781469,,PRJNA323589,BP-20,,,,
SAMN05930416,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781472,,PRJNA323589,BP-21,,,,
SAMN05930417,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781462,,PRJNA323589,BP-22,,,,
SAMN05930418,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781466,,PRJNA323589,BP-23,,,,
SAMN05930419,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781457,,PRJNA323589,BP-24,,,,
SAMN05930420,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781460,,PRJNA323589,BP-25,,,,
SAMN05930421,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781390,,PRJNA323589,BP-26,,,,
SAMN05930422,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781386,,PRJNA323589,BP-27,,,,
SAMN05930423,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781375,,PRJNA323589,BP-28,,,,
SAMN05930424,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781373,,PRJNA323589,BP-29,,,,
SAMN05930425,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781382,,PRJNA323589,BP-2,,,,
SAMN05930426,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781378,,PRJNA323589,BP-30,,,,
SAMN05930427,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781364,,PRJNA323589,BP-31,,,,
SAMN05930428,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781361,,PRJNA323589,BP-32,,,,
SAMN05930429,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781370,,PRJNA323589,BP-33,,,,
SAMN05930430,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781367,,PRJNA323589,BP-34,,,,
SAMN05930431,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781724,,PRJNA323589,BP-38,,,,
SAMN05930432,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781725,,PRJNA323589,BP-39,,,,
SAMN05930433,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781733,,PRJNA323589,BP-3,,,,
SAMN05930434,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781735,,PRJNA323589,BP-40,,,,
SAMN05930435,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781736,,PRJNA323589,BP-41,,,,
SAMN05930436,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781738,,PRJNA323589,BP-42,,,,
SAMN05930437,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781726,,PRJNA323589,BP-43,,,,
SAMN05930438,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781728,,PRJNA323589,BP-44,,,,
SAMN05930439,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781730,,PRJNA323589,BP-45,,,,
SAMN05930440,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781731,,PRJNA323589,BP-46,,,,
SAMN05930441,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781621,,PRJNA323589,BP-47,,,,
SAMN05930442,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781618,,PRJNA323589,BP-48,,,,
SAMN05930443,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781638,,PRJNA323589,BP-49,,,,
SAMN05930444,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781633,,PRJNA323589,BP-4,,,,
SAMN05930445,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781629,,PRJNA323589,BP-50,,,,
SAMN05930446,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781626,,PRJNA323589,BP-51,,,,
SAMN05930447,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781655,,PRJNA323589,BP-52,,,,
SAMN05930448,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781651,,PRJNA323589,BP-53,,,,
SAMN05930449,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781646,,PRJNA323589,BP-5,,,,
SAMN05930450,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781642,,PRJNA323589,BP-6,,,,
SAMN05930451,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781519,,PRJNA323589,BP-7,,,,
SAMN05930452,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781521,,PRJNA323589,BP-8,,,,
SAMN05930453,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781789,,PRJNA323589,BP-9,,,,
SAMN05930454,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208932,,PRJNA323589,ER-11,,,,
SAMN05930455,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208940,,PRJNA323589,ER-12,,,,
SAMN05930456,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208941,,PRJNA323589,ER-13,,,,
SAMN05930457,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208938,,PRJNA323589,ER-14,,,,
SAMN05930458,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208939,,PRJNA323589,ER-15,,,,
SAMN05930459,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208936,,PRJNA323589,ER-16,,,,
SAMN05930460,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208937,,PRJNA323589,ER-17,,,,
SAMN05930461,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208934,,PRJNA323589,ER-18,,,,
SAMN05930462,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208935,,PRJNA323589,ER-19,,,,
SAMN05930463,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208964,,PRJNA323589,ER-20,,,,
SAMN05930464,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208963,,PRJNA323589,ER-21,,,,
SAMN05930465,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208958,,PRJNA323589,ER-22,,,,
SAMN05930466,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208957,,PRJNA323589,ER-23,,,,
SAMN05930467,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208956,,PRJNA323589,ER-24,,,,
SAMN05930468,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208955,,PRJNA323589,ER-25,,,,
SAMN05930469,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208962,,PRJNA323589,ER-26,,,,
SAMN05930470,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208961,,PRJNA323589,ER-27,,,,
SAMN05930471,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208960,,PRJNA323589,ER-28,,,,
SAMN05930472,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208959,,PRJNA323589,ER-29,,,,
SAMN05930473,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208986,,PRJNA323589,ER-30,,,,
SAMN05930474,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208987,,PRJNA323589,ER-31,,,,
SAMN05930475,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208982,,PRJNA323589,ER-32,,,,
SAMN05930476,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208983,,PRJNA323589,ER-33,,,,
SAMN05930477,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208984,,PRJNA323589,ER-34,,,,
SAMN05930478,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208985,,PRJNA323589,ER-35,,,,
SAMN05930479,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208978,,PRJNA323589,ER-36,,,,
SAMN05930480,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208979,,PRJNA323589,ER-38,,,,
SAMN05930481,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208980,,PRJNA323589,ER-39,,,,
SAMN05930482,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208981,,PRJNA323589,ER-40,,,,
SAMN05930483,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208815,,PRJNA323589,ER-41,,,,
SAMN05930484,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208814,,PRJNA323589,ER-42,,,,
SAMN05930485,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208817,,PRJNA323589,ER-43,,,,
SAMN05930486,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208816,,PRJNA323589,ER-44,,,,
SAMN05930487,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208819,,PRJNA323589,ER-45,,,,
SAMN05930488,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208818,,PRJNA323589,ER-46,,,,
SAMN05930489,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208821,,PRJNA323589,ER-47,,,,
SAMN05930490,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208820,,PRJNA323589,ER-48,,,,
SAMN05930491,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208823,,PRJNA323589,ER-49,,,,
SAMN05930492,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208822,,PRJNA323589,ER-50,,,,
SAMN05930493,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208838,,PRJNA323589,ER-51,,,,
SAMN05930494,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208839,,PRJNA323589,ER-52,,,,
SAMN05930495,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208842,,PRJNA323589,ER-53,,,,
SAMN05930496,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208843,,PRJNA323589,ER-54,,,,
SAMN05930497,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208840,,PRJNA323589,ER-55,,,,
SAMN05930498,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208841,,PRJNA323589,ER-56,,,,
SAMN05930499,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208846,,PRJNA323589,ER-57,,,,
SAMN05930500,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208847,,PRJNA323589,ER-58,,,,
SAMN05930501,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208844,,PRJNA323589,ER-59,,,,
SAMN05930502,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208845,,PRJNA323589,ER-60,,,,
SAMN05930503,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781792,,PRJNA323589,F-10,,,,
SAMN05930504,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781793,,PRJNA323589,F-11,,,,
SAMN05930505,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781796,,PRJNA323589,F-12,,,,
SAMN05930506,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781722,,PRJNA323589,F-13,,,,
SAMN05930507,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781740,,PRJNA323589,F-14,,,,
SAMN05930508,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781780,,PRJNA323589,F-15,,,,
SAMN05930509,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781784,,PRJNA323589,F-16,,,,
SAMN05930510,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781426,,PRJNA323589,F-17,,,,
SAMN05930511,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781420,,PRJNA323589,F-18,,,,
SAMN05930512,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781439,,PRJNA323589,F-19,,,,
SAMN05930513,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781436,,PRJNA323589,F-1,,,,
SAMN05930514,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781433,,PRJNA323589,F-20,,,,
SAMN05930515,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781431,,PRJNA323589,F-21,,,,
SAMN05930516,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781454,,PRJNA323589,F-22,,,,
SAMN05930517,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781448,,PRJNA323589,F-23,,,,
SAMN05930518,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781446,,PRJNA323589,F-24,,,,
SAMN05930519,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781443,,PRJNA323589,F-25,,,,
SAMN05930520,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781417,,PRJNA323589,F-26,,,,
SAMN05930521,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781419,,PRJNA323589,F-27,,,,
SAMN05930522,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781413,,PRJNA323589,F-28,,,,
SAMN05930523,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781415,,PRJNA323589,F-29,,,,
SAMN05930524,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781406,,PRJNA323589,F-2,,,,
SAMN05930525,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781410,,PRJNA323589,F-30,,,,
SAMN05930526,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781400,,PRJNA323589,F-31,,,,
SAMN05930527,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781403,,PRJNA323589,F-32,,,,
SAMN05930528,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781394,,PRJNA323589,F-33,,,,
SAMN05930529,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781397,,PRJNA323589,F-34,,,,
SAMN05930530,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781518,,PRJNA323589,F-35,,,,
SAMN05930531,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781514,,PRJNA323589,F-39,,,,
SAMN05930532,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781504,,PRJNA323589,F-40,,,,
SAMN05930533,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781500,,PRJNA323589,F-41,,,,
SAMN05930534,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781511,,PRJNA323589,F-42,,,,
SAMN05930535,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781508,,PRJNA323589,F-43,,,,
SAMN05930536,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781490,,PRJNA323589,F-44,,,,
SAMN05930537,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781487,,PRJNA323589,F-45,,,,
SAMN05930538,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781495,,PRJNA323589,F-46,,,,
SAMN05930539,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781493,,PRJNA323589,F-47,,,,
SAMN05930540,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781522,,PRJNA323589,F-49,,,,
SAMN05930541,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781524,,PRJNA323589,F-4,,,,
SAMN05930542,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781525,,PRJNA323589,F-50,,,,
SAMN05930543,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781527,,PRJNA323589,F-51,,,,
SAMN05930544,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781528,,PRJNA323589,F-52,,,,
SAMN05930545,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781530,,PRJNA323589,F-53,,,,
SAMN05930546,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781534,,PRJNA323589,F-54,,,,
SAMN05930547,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781538,,PRJNA323589,F-5,,,,
SAMN05930548,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781542,,PRJNA323589,F-6,,,,
SAMN05930549,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781545,,PRJNA323589,F-7,,,,
SAMN05930550,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781558,,PRJNA323589,F-8,,,,
SAMN05930551,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR4781555,,PRJNA323589,F-9,,,,
SAMN05930552,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208861,,PRJNA323589,KC-11,,,,
SAMN05930553,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208860,,PRJNA323589,KC-13,,,,
SAMN05930554,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208872,,PRJNA323589,KC-14,,,,
SAMN05930555,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208871,,PRJNA323589,KC-15,,,,
SAMN05930556,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208870,,PRJNA323589,KC-16,,,,
SAMN05930557,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208869,,PRJNA323589,KC-18,,,,
SAMN05930558,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208868,,PRJNA323589,KC-19,,,,
SAMN05930559,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208867,,PRJNA323589,KC-1,,,,
SAMN05930560,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208866,,PRJNA323589,KC-20,,,,
SAMN05930561,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208865,,PRJNA323589,KC-22,,,,
SAMN05930562,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208886,,PRJNA323589,KC-23,,,,
SAMN05930563,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208887,,PRJNA323589,KC-26,,,,
SAMN05930564,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208878,,PRJNA323589,KC-27,,,,
SAMN05930565,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208879,,PRJNA323589,KC-28,,,,
SAMN05930566,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208880,,PRJNA323589,KC-29,,,,
SAMN05930567,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208881,,PRJNA323589,KC-2,,,,
SAMN05930568,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208882,,PRJNA323589,KC-30,,,,
SAMN05930569,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208883,,PRJNA323589,KC-32,,,,
SAMN05930570,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208884,,PRJNA323589,KC-33,,,,
SAMN05930571,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208885,,PRJNA323589,KC-34,,,,
SAMN05930572,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208911,,PRJNA323589,KC-35,,,,
SAMN05930573,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208910,,PRJNA323589,KC-36,,,,
SAMN05930574,GCF_011125445.2,Fundulus_heteroclitus,,,,SRR7208905,,PRJNA323589,KC-37,,,,
